index,fish-a1-002,fish-a2-029,fish-b1-158,fish-b2-171,fish-c1-008,fish-c2-018,larvae-18BG,larvae-23BGD
1166,0.030126,0.024881,0.017801,0.014472,0.02451,0.01427,0,0
1167,0.104167,0.081152,0.067427,0.099662,0.067206,0.096587,0.010178,0.004484
1168,0.071658,0.062327,0.061269,0.072072,0.04641,0.070077,0.013514,0
1169,0.036398,0.023256,0.016667,0.014451,0.023109,0.02924,0,0.020202
1170,0.003012,0.001862,0.002786,0.0125,0.004,0.005917,0.014706,0.018182
1171,0.010695,0.005865,0.005917,0,0,0,0.012346,0
1172,0.015748,0.029536,0.019231,0.011905,0.039216,0.036145,0,0.033333
1173,0.206731,0.346056,0.191176,0.282051,0.278978,0.225806,0,0
1174,0.043307,0.216842,0.041667,0.113333,0.097372,0.083086,0.010638,0
1175,0.076733,0.303519,0.098958,0.161572,0.185078,0.204606,0,0
1176,0.079665,0.264706,0.078103,0.131387,0.103365,0.150398,0.012658,0.011236
1177,0.091248,0.329532,0.115482,0.184211,0.177419,0.213519,0.005682,0.019417
1178,0.058288,0.286034,0.064039,0.13355,0.098106,0.124235,0,0.009174
1179,0.099596,0.335993,0.108844,0.163366,0.196487,0.257373,0.009901,0.007407
1180,0.160112,0.391115,0.185882,0.234536,0.335157,0.422308,0.038251,0.015873
1181,0.130882,0.38117,0.136306,0.15508,0.259955,0.324438,0,0.008264
1182,0.121528,0.3796,0.10687,0.142045,0.180513,0.248634,0,0.010309
1183,0.144231,0.415584,0.151104,0.16242,0.243309,0.342541,0.017544,0.012658
1184,0.159884,0.414826,0.168605,0.161435,0.268293,0.45738,0.048387,0.068182
1185,0.167969,0.432432,0.168033,0.152047,0.296417,0.492401,0.022222,0
1186,0.141304,0.425837,0.132275,0.143939,0.223404,0.395,0,0.038462
1187,0.158537,0.482234,0.185393,0.165289,0.341317,0.617978,0.035714,0.047619
1188,0.168919,0.501393,0.183432,0.134615,0.260274,0.521739,0,0
1189,0.12766,0.488636,0.207317,0.137255,0.319149,0.54902,0,0
1190,0.147059,0.498551,0.196203,0.163265,0.373134,0.636986,0.055556,0
1191,0.116667,0.496835,0.151316,0.086957,0.274336,0.439024,0.055556,0
1192,0.117117,0.440141,0.120301,0.08046,0.183908,0.354545,0,0
1193,0.119266,0.496324,0.148438,0.1625,0.25,0.401869,0,0
1194,0.127451,0.493724,0.208333,0.148649,0.253731,0.54878,0,0
1195,0.088235,0.301205,0.144928,0.035088,0.086957,0.166667,0,0
1196,0.810056,0.743017,0.654206,0.75,0.686192,0.571429,0.737705,0.666667
1197,0.790393,0.810875,0.688889,0.746032,0.754777,0.653117,0.887324,0.916667
1198,0.912281,0.884835,0.903571,0.934694,0.869482,0.819959,0.96875,0.97561
1199,0.924419,0.870495,0.899115,0.948413,0.862326,0.805777,0.981595,0.988095
1200,0.909774,0.892039,0.880342,0.954023,0.876476,0.824832,0.981595,1
1201,0.915315,0.874207,0.857143,0.87594,0.878814,0.831012,0.955696,0.906977
1202,0.903285,0.850159,0.86907,0.897338,0.875648,0.795283,0.974522,0.976471
1203,0.934524,0.900344,0.881288,0.958848,0.919807,0.87234,1,0.97619
1204,0.824242,0.719685,0.802676,0.802198,0.796694,0.656364,0.990291,0.894737
1205,0.556213,0.345865,0.39521,0.485714,0.450331,0.460526,0.839286,0.433333
1206,0.522436,0.423701,0.65374,0.65625,0.440909,0.446585,0.853659,0.86
1207,0.767442,0.672,0.836364,0.766234,0.710843,0.59375,0.818182,0.894737
1208,0.68,0.72,0.643836,0.836066,0.584906,0.507042,0.923077,0.875
1209,0.443478,0.529412,0.545455,0.614286,0.380952,0.47561,0.790698,0.793103
1210,0.633333,0.615721,0.479592,0.561798,0.436782,0.41129,0.698113,0.864865
1211,0.672029,0.659944,0.692448,0.772313,0.643771,0.695279,0.93318,0.870968
1212,0.394928,0.404694,0.654611,0.538889,0.397024,0.593285,0.884532,0.851695
1213,0.357069,0.391215,0.560738,0.504237,0.345026,0.553803,0.908434,0.893878
1214,0.526696,0.57685,0.782805,0.722543,0.644841,0.721943,0.917266,0.930233
1215,0.379688,0.443,0.64139,0.513678,0.483351,0.635874,0.869565,0.888158
1216,0.422222,0.520936,0.7473,0.652344,0.508006,0.69172,0.888325,0.926829
1217,0.384224,0.483582,0.661247,0.555556,0.505725,0.693356,0.896552,0.919192
1218,0.426829,0.588983,0.849785,0.809859,0.625418,0.826531,0.916667,0.873016
1219,0.432258,0.762058,0.876923,0.75,0.649573,0.855072,0.964706,0.960784
1220,0.789855,0.859206,0.862385,0.8375,0.769231,0.828283,0.895522,0.97619
1221,0.458564,0.501529,0.403101,0.514851,0.392157,0.370732,0.423729,0.344828
1222,0.517766,0.611276,0.47482,0.654206,0.433962,0.344037,0.333333,0.333333
1223,0.631783,0.67907,0.639594,0.731034,0.462366,0.389381,0.629213,0.638298
1224,0.596726,0.651978,0.625659,0.764706,0.495146,0.476538,0.221198,0.213592
1225,0.700124,0.723358,0.695712,0.844444,0.633959,0.537066,0.327338,0.34058
1226,0.849647,0.781323,0.769312,0.873626,0.735941,0.612147,0.669173,0.690722
1227,0.604706,0.555402,0.462745,0.526012,0.549745,0.496696,0.751111,0.735955
1228,0.72,0.698492,0.762712,0.692308,0.513514,0.527778,0.833333,0.769231
1229,0.803163,0.774226,0.718992,0.814815,0.634641,0.599402,0.834171,0.88
1230,0.850314,0.835938,0.844928,0.857143,0.780045,0.786425,0.866242,0.873134
1231,0.884298,0.88764,0.89738,0.917355,0.849116,0.85958,0.882576,0.878261
1232,0.865942,0.866545,0.9,0.910112,0.774278,0.795918,0.902439,0.918033
1233,0.944,0.925197,0.872,0.939394,0.886364,0.90583,0.896226,0.88
1234,0.851282,0.836676,0.740933,0.844749,0.746377,0.648396,0.824561,0.805556
1235,0.822323,0.819923,0.809524,0.856631,0.724758,0.667092,0.910714,0.820896
1236,0.956522,0.965812,0.98,0.977273,0.947368,1,1,0.9
1237,0.671875,0.628378,0.659341,0.666667,0.583333,0.434783,0.636364,0.666667
1238,0.728571,0.624242,0.676471,0.612903,0.55814,0.482143,0.632653,0.75
1239,0.6,0.654206,0.8,0.764706,0.643678,0.613793,0.5,0.222222
1240,0.600416,0.548531,0.590487,0.588785,0.569075,0.568525,0.580392,0.607914
1241,0.808943,0.789636,0.769759,0.814882,0.75431,0.728954,0.901887,0.874564
1242,0.824766,0.832378,0.701538,0.816794,0.716931,0.727891,0.877419,0.873418
1243,0.482987,0.423358,0.646435,0.542339,0.42326,0.507843,0.865031,0.791506
1244,0.700474,0.71754,0.742661,0.724138,0.596407,0.621779,0.879276,0.888889
1245,0.495263,0.481903,0.469012,0.485294,0.453505,0.522175,0.807692,0.742647
1246,0.440778,0.416461,0.504512,0.421329,0.405385,0.528009,0.870637,0.840426
1247,0.528889,0.509924,0.556338,0.51773,0.470099,0.573366,0.902597,0.896679
1248,0.419289,0.442699,0.41989,0.417191,0.425481,0.520159,0.864721,0.867647
1249,0.434498,0.474164,0.422274,0.411111,0.45069,0.548691,0.805797,0.864407
1250,0.396783,0.424981,0.469003,0.411765,0.436811,0.569629,0.901186,0.904762
1251,0.444284,0.447908,0.472701,0.402899,0.430425,0.590609,0.868996,0.878788
1252,0.591522,0.672632,0.676245,0.605634,0.615982,0.709302,0.748538,0.72549
1253,0.414868,0.497076,0.573529,0.466102,0.499213,0.589783,0.797101,0.844156
1254,0.487952,0.659639,0.683721,0.561983,0.622727,0.64,0.769231,0.780488
1255,0.546763,0.614545,0.646409,0.520833,0.636905,0.680556,0.864865,0.810811
1256,0.733333,0.714859,0.666667,0.825397,0.597561,0.306122,0.885246,0.827586
1257,0.714689,0.6304,0.542289,0.716867,0.540984,0.410749,0.717742,0.670732
1258,0.744409,0.656221,0.48,0.791809,0.491394,0.411862,0.727273,0.710345
1259,0.605759,0.580666,0.433722,0.591398,0.50997,0.366204,0.668498,0.77972
1260,0.780196,0.735145,0.663866,0.783439,0.625782,0.558599,0.767918,0.789474
1261,0.771221,0.716945,0.631306,0.766784,0.618927,0.46463,0.788051,0.817694
1262,0.712681,0.675625,0.583084,0.744755,0.634513,0.451857,0.726891,0.705263
1263,0.766021,0.743766,0.677442,0.818781,0.712385,0.529705,0.752022,0.799486
1264,0.737809,0.713752,0.664719,0.761171,0.720319,0.511746,0.6983,0.71466
1265,0.792832,0.762247,0.714925,0.779845,0.743094,0.564453,0.700637,0.75976
1266,0.666985,0.60044,0.517937,0.62069,0.627607,0.435897,0.711172,0.778802
1267,0.654167,0.7625,0.715116,0.611511,0.670968,0.65109,0.826087,0.8
1268,0.781513,0.830189,0.825581,0.789474,0.627451,0.650794,0.80303,0.818182
1269,0.009412,0.013699,0.015936,0.004132,0.011605,0.011364,0.025862,0.031746
1270,0.013675,0.011706,0.021782,0.003247,0.013464,0.008646,0.02439,0.022989
1271,0.00674,0.014867,0.009819,0.008666,0.012766,0.015365,0.022277,0.008734
1272,0.006672,0.013573,0.008574,0.005119,0.009335,0.01445,0.017588,0.008929
1273,0.004983,0.013496,0.013127,0.001701,0.010671,0.011599,0.022444,0.008696
1274,0.002407,0.007917,0.007114,0.002364,0.005828,0.003484,0.004762,0
1275,0.001351,0.009377,0.008761,0,0.004788,0.007399,0.015625,0
1276,0.004637,0.006865,0.01037,0.002924,0.009967,0.006601,0.006369,0
1277,0.007634,0.003472,0,0,0,0.004292,0,0
1278,0.641651,0.62593,0.510689,0.675472,0.515646,0.44713,0.740506,0.735849
1279,0.691617,0.704956,0.683761,0.684739,0.647635,0.633846,0.818182,0.437838
1280,0.805134,0.824601,0.844702,0.861432,0.786127,0.794964,0.829201,0.859375
1281,0.70568,0.767666,0.75,0.807692,0.733255,0.731861,0.842697,0.869565
1282,0.578616,0.56,0.505495,0.617021,0.397436,0.333333,0.774194,0.741935
1283,0.381132,0.454064,0.317647,0.480769,0.290909,0.266304,0.666667,0.647059
1284,0.414439,0.527248,0.406699,0.523585,0.306785,0.290123,0.662069,0.585714
1285,0.577795,0.670523,0.5727,0.706667,0.533439,0.484802,0.736842,0.712644
1286,0.552311,0.644138,0.481598,0.643987,0.515438,0.461312,0.779141,0.736842
1287,0.353043,0.503883,0.355653,0.520938,0.363006,0.367762,0.779545,0.696809
1288,0.832037,0.819657,0.767341,0.837037,0.721818,0.719016,0.637931,0.625
1289,0.718615,0.706186,0.685039,0.865248,0.665441,0.723301,0.72043,0.903226
1290,0.811765,0.808219,0.542169,0.913043,0.511628,0.378788,0.705882,0.727273
1291,0.784314,0.808743,0.638889,0.839286,0.630252,0.45,0.809524,0.75
1292,0.764151,0.821622,0.72807,0.836066,0.685484,0.495238,0.863636,0.916667
1293,0.751938,0.792271,0.671875,0.794872,0.681818,0.54386,0.888889,0.8
1294,0.728223,0.748184,0.663717,0.801075,0.662222,0.604369,0.728814,0.6875
1295,0.77724,0.863711,0.894397,0.897321,0.787411,0.781796,0.774194,0.794872
1296,0.720109,0.801444,0.833333,0.814815,0.729167,0.755216,0.751592,0.794872
1297,0.509804,0.30038,0.449438,0.402597,0.388889,0.178571,0.815789,0.931034
1298,0.708571,0.401869,0.41875,0.446154,0.473684,0.251852,0.813559,0.933333
1299,0.542056,0.338217,0.326923,0.480427,0.353511,0.217593,0.784483,0.824176
1300,0.63843,0.338554,0.299611,0.422857,0.392226,0.230059,0.852217,0.83871
1301,0.698833,0.431407,0.526364,0.62426,0.493243,0.268622,0.843352,0.825926
1302,0.69078,0.474453,0.400858,0.53186,0.592883,0.517049,0.829401,0.822642
1303,0.786999,0.646824,0.786443,0.766367,0.774464,0.658009,0.834131,0.806557
1304,0.806349,0.587993,0.740125,0.760584,0.741404,0.457822,0.899381,0.884354
1305,0.828612,0.709104,0.790361,0.842995,0.819793,0.759536,0.85258,0.86413
1306,0.95122,0.899263,0.880952,0.94382,0.871429,0.843373,0.974576,0.97561
1307,0.684211,0.64532,0.692771,0.727811,0.569378,0.428571,0.346154,0.387097
1308,0.71087,0.758242,0.714286,0.758993,0.636872,0.545763,0.587629,0.754386
1309,0.78865,0.800261,0.735897,0.864238,0.73951,0.623234,0.563636,0.634921
1310,0.810089,0.819081,0.788086,0.810376,0.769841,0.685441,0.29927,0.365385
1311,0.570717,0.588662,0.4363,0.425676,0.573661,0.545815,0.163324,0.166667
1312,0.945813,0.875969,0.947867,0.934783,0.912195,0.882353,0.892857,0.962963
1313,0.022059,0.029304,0.034783,0,0.022222,0.016949,0,0.04
1314,0.02381,0.012232,0.021583,0.034091,0.022556,0.012821,0,0
1315,0.004926,0.006555,0.002981,0.006881,0.015254,0.011458,0,0.005556
1316,0.014431,0.018929,0.01,0.01497,0.022569,0.010824,0.003604,0
1317,0.010127,0.012439,0.008016,0.00304,0.02208,0.007794,0.001802,0.003788
1318,0.009885,0.01009,0.004836,0.011887,0.012277,0.013618,0.001992,0.004016
1319,0.015127,0.012333,0.005993,0.005865,0.009585,0.007092,0.00207,0
1320,0.0152,0.009927,0.007463,0.004405,0.012732,0.005914,0.008197,0.00369
1321,0.013578,0.018037,0.011783,0.00761,0.00582,0.014626,0.006452,0.011407
1322,0.010381,0.012638,0.007181,0.008183,0.009164,0.007386,0,0.009709
1323,0.006585,0.019157,0.008457,0,0.009753,0.013708,0.001773,0.006803
1324,0.048897,0.043673,0.032644,0.039252,0.037433,0.050102,0.005263,0.027875
1325,0.012109,0.017493,0,0.013699,0.014239,0.016236,0.00713,0
1326,0.026786,0.024118,0.009036,0.009158,0.014695,0.016744,0.001555,0.006515
1327,0.049211,0.045589,0.02578,0.026316,0.058663,0.042678,0.00813,0.00974
1328,0.02716,0.038401,0.030201,0.009631,0.024941,0.035859,0.00554,0.005587
1329,0.11171,0.09638,0.036008,0.03139,0.083333,0.074119,0.006596,0.03
1330,0.023827,0.029957,0.014832,0.005772,0.033028,0.02329,0.002642,0.010025
1331,0.017267,0.020794,0.00936,0.010086,0.025653,0.017358,0.005398,0.005195
1332,0.110626,0.184466,0.084444,0.130319,0.179215,0.208477,0.031963,0.02027
1333,0.129032,0.197253,0.100324,0.123894,0.186893,0.268882,0.007353,0.010638
1334,0.717112,0.696136,0.490453,0.575884,0.71731,0.656658,0.761404,0.801347
1335,0.805375,0.746006,0.519042,0.635659,0.763929,0.717365,0.830508,0.882911
1336,0.689143,0.614416,0.474892,0.542035,0.703992,0.623814,0.757261,0.791045
1337,0.769231,0.753582,0.592841,0.681818,0.78392,0.743865,0.852507,0.878947
1338,0.576923,0.485199,0.351064,0.364017,0.609091,0.61519,0.715385,0.735294
1339,0.2,0.09434,0.066667,0.104478,0.047619,0.017544,0.823529,0.555556
1340,0.161905,0.098592,0.054795,0.132353,0.054795,0.024194,0.861111,0.5
1341,0.226586,0.057143,0.05298,0.062176,0.073129,0.044313,0.643411,0.569231
1342,0.200542,0.058302,0.049536,0.061611,0.053161,0.031766,0.714286,0.676056
1343,0.231325,0.052693,0.046512,0.058824,0.055034,0.027397,0.729885,0.702381
1344,0.197368,0.041096,0.024465,0.041096,0.040166,0.018735,0.614525,0.568421
1345,0.246914,0.283683,0.080597,0.127615,0.150218,0.215385,0.541667,0.431818
1346,0.309038,0.353868,0.133779,0.200893,0.202505,0.212553,0.637795,0.690909
1347,0.34375,0.359477,0.128788,0.187166,0.191489,0.221416,0.601942,0.6
1348,0.331797,0.331373,0.113636,0.206452,0.153846,0.229426,0.6,0.7
1349,0.338462,0.371245,0.149038,0.201389,0.177033,0.244444,0.692308,0.777778
1350,0.321839,0.329439,0.117021,0.18254,0.117978,0.251656,0.724138,0.741935
1351,0.589404,0.583333,0.572848,0.608696,0.56927,0.521895,0.837681,0.879433
1352,0.876138,0.873016,0.849741,0.873684,0.869852,0.812274,0.928251,0.932584
1353,0.848185,0.800303,0.836364,0.865854,0.839721,0.711207,0.923077,0.916667
1354,0.692629,0.641803,0.575856,0.753425,0.624742,0.529794,0.764331,0.751592
1355,0.875195,0.829636,0.824427,0.894022,0.854645,0.798947,0.858369,0.872
1356,0.866242,0.850408,0.817054,0.865014,0.855219,0.797195,0.859091,0.848739
1357,0.355372,0.220952,0.37561,0.293333,0.263158,0.168831,0.166667,0.14
1358,0.541353,0.434164,0.513761,0.544304,0.430851,0.25731,0.223776,0.173077
1359,0.394322,0.266768,0.416961,0.385417,0.365942,0.235294,0.09375,0.169014
1360,0.52648,0.326154,0.480427,0.533679,0.458182,0.300847,0.238579,0.189873
1361,0.663731,0.452029,0.566992,0.638331,0.586604,0.399327,0.212155,0.283372
1362,0.787371,0.536313,0.716565,0.749693,0.675458,0.499757,0.422602,0.4859
1363,0.786408,0.525822,0.712268,0.735915,0.689171,0.485589,0.379981,0.450331
1364,0.721581,0.590111,0.715902,0.665517,0.671543,0.522824,0.469081,0.470085
1365,0.828804,0.794677,0.798995,0.872774,0.760442,0.724832,0.927577,0.931677
1366,0.851085,0.797027,0.772606,0.88978,0.770346,0.685814,0.912955,0.903084
1367,0.890639,0.862425,0.83253,0.912886,0.831958,0.760225,0.894831,0.888031
1368,0.791851,0.783659,0.695698,0.80198,0.731212,0.651038,0.625954,0.646643
1369,0.852609,0.864831,0.86344,0.901333,0.830761,0.791766,0.665806,0.658046
1370,0.642857,0.66087,0.507042,0.770492,0.590909,0.387755,0.791667,0.777778
1371,0.832474,0.765753,0.746556,0.794258,0.790698,0.756563,0.851064,0.881579
1372,0.851182,0.816034,0.793831,0.874659,0.821853,0.767139,0.877193,0.880952
1373,0.930769,0.922652,0.914286,0.97479,0.89604,0.875,0.943925,0.946429
1374,0.698157,0.715348,0.622896,0.662937,0.660577,0.65031,0.916388,0.861111
1375,0.621178,0.623888,0.428456,0.553547,0.565136,0.579206,0.85444,0.869863
1376,0.571176,0.586,0.387234,0.467187,0.494857,0.576218,0.685767,0.607595
1377,0.381481,0.521222,0.363971,0.374302,0.40367,0.515152,0.427481,0.430556
1378,0.498054,0.536341,0.526471,0.624709,0.512374,0.532495,0.903333,0.895706
1379,0.832375,0.82075,0.816547,0.858491,0.776334,0.749109,0.893312,0.895385
1380,0.900457,0.84449,0.795479,0.849573,0.846457,0.748786,0.933213,0.960289
1381,0.895932,0.878853,0.875276,0.899833,0.883486,0.845194,0.914081,0.922705
1382,0.809524,0.806653,0.842424,0.808696,0.84,0.758242,0.961538,0.97561
1383,0.785498,0.726859,0.70979,0.835556,0.631325,0.508658,0.580645,0.666667
1384,0.692623,0.683706,0.648148,0.722045,0.553846,0.6,0.494949,0.563636
1385,0.949622,0.937793,0.91411,0.934066,0.937916,0.888,0.917293,0.905405
1386,0.97035,0.947696,0.945338,0.928,0.954436,0.92219,0.953846,0.971014
1387,0.922509,0.915994,0.921053,0.926136,0.931559,0.894009,0.961165,0.966102
1388,0.740385,0.728814,0.719298,0.857143,0.649123,0.533784,0.142857,0.142857
1389,0.75,0.785455,0.643836,0.835165,0.708861,0.543147,0.290323,0.666667
1390,0.818713,0.79868,0.63522,0.836735,0.702703,0.519651,0.424242,0.583333
1391,0.896067,0.808099,0.783641,0.913295,0.76616,0.7017,0.061728,0.181818
1392,0.916898,0.828473,0.794486,0.902703,0.778378,0.693908,0.071429,0.12766
1393,0.903002,0.833091,0.855603,0.902954,0.820359,0.748436,0.142857,0.21875
1394,0.931095,0.8707,0.903678,0.928328,0.871905,0.79206,0.151724,0.235294
1395,0.925311,0.841642,0.849345,0.926357,0.873656,0.796203,0.118881,0.197368
1396,0.900398,0.819407,0.816143,0.910714,0.875839,0.83631,0.094737,0.155556
1397,0.684211,0.541516,0.642424,0.653543,0.608392,0.689655,0.052632,0.071429
1398,0.722581,0.700637,0.634783,0.852632,0.238095,0.490741,0.71875,0.878788
1399,0.601604,0.680887,0.576101,0.617117,0.522412,0.47705,0.625418,0.594286
1400,0.638207,0.669173,0.57931,0.597701,0.566471,0.569179,0.715818,0.742574
1401,0.93068,0.921955,0.917526,0.936652,0.918706,0.866503,0.836858,0.822086
1402,0.920635,0.87953,0.882645,0.904225,0.866569,0.850192,0.875,0.941176
1403,0.878465,0.869615,0.877895,0.936242,0.853175,0.856899,0.686747,0.779221
1404,0.887446,0.866397,0.897561,0.948718,0.834356,0.882629,0.83,0.918367
1405,0.776042,0.719626,0.542553,0.791045,0.710526,0.551948,0.896774,0.895833
1406,0.850816,0.805609,0.733447,0.873762,0.747801,0.658026,0.888889,0.885496
1407,0.845865,0.812247,0.832437,0.890071,0.810355,0.741667,0.939583,0.926267
1408,0.883355,0.866178,0.866841,0.874074,0.815039,0.840634,0.948424,0.925466
1409,0.966837,0.907552,0.90303,0.935484,0.931873,0.881818,0.954286,0.930556
1410,0.929231,0.893023,0.887967,0.942197,0.919861,0.847826,0.968354,0.919355
1411,0.945736,0.902017,0.913043,0.928571,0.893939,0.858586,0.904255,0.897436
1412,0.740157,0.740741,0.609375,0.802469,0.636364,0.52381,0.813559,0.883721
1413,0.501235,0.616954,0.555804,0.673077,0.493927,0.468705,0.836364,0.837838
1414,0.54223,0.639773,0.58669,0.631399,0.50852,0.505429,0.83682,0.772358
1415,0.69863,0.819892,0.764045,0.863636,0.727815,0.675735,0.864516,0.862069
1416,0.896024,0.94636,0.93733,0.931034,0.893993,0.83953,0.960938,0.953125
1417,0.89527,0.923554,0.927954,0.932432,0.926931,0.834483,0.98,0.964912
1418,0.90106,0.926004,0.910448,0.930556,0.914607,0.83693,0.945055,0.960784
1419,0.916495,0.862408,0.77474,0.933735,0.809066,0.75641,0.977995,0.950311
1420,0.890796,0.82,0.793241,0.938235,0.752,0.675758,0.955381,0.927536
1421,0.77381,0.733656,0.542857,0.882353,0.731278,0.607843,0.753247,0.705882
1422,0.81893,0.742782,0.539568,0.889706,0.701031,0.647887,0.82439,0.828947
1423,0.618357,0.524217,0.372727,0.553719,0.594771,0.35,0.828431,0.76
1424,0,0.003185,0,0,0,0,0,0
1425,0,0,0,0,0,0,0,0
1426,0,0.004255,0,0,0,0.009524,0,0
1427,0,0.004144,0,0,0.00085,0.00085,0,0.012048
1428,0.005059,0.004079,0,0.006135,0.003344,0.001675,0,0
1429,0.00312,0.003914,0.004847,0.005634,0.002308,0.006977,0,0
1430,0.002959,0.003788,0.001563,0.002681,0.000741,0.005993,0.006061,0.009615
1431,0,0,0,0.002625,0.00147,0.000744,0.006061,0
1432,0.002743,0.003047,0.004552,0.002506,0.003487,0,0,0.008621
1433,0.003968,0.003582,0.004511,0,0.006916,0.004249,0,0.016393
1434,0.002392,0.00279,0.00274,0.006696,0.003197,0,0,0
1435,0.004362,0.001578,0.001256,0.002041,0.004199,0.003639,0.008696,0
1436,0.002735,0.001855,0.002304,0.00361,0.005252,0.003101,0.009317,0.005464
1437,0.005425,0.002865,0.003348,0.003656,0.004543,0.002674,0.005797,0
1438,0.000894,0.000469,0.001115,0,0.003378,0.004202,0.005571,0
1439,0.00095,0.002005,0.004362,0.001786,0.003866,0.003337,0.008333,0
1440,0.000921,0.003893,0.006198,0.010563,0.003785,0.0021,0.002703,0.004673
1441,0.002765,0.004401,0.001049,0.00349,0.003173,0.001591,0.008357,0
1442,0.00277,0.000486,0.002053,0.001783,0.003211,0.004222,0.002786,0.004695
1443,0.000951,0.003526,0.002868,0.001859,0.00611,0.005771,0.003185,0
1444,0.001036,0.002744,0.000904,0.001972,0.003008,0.000563,0.00365,0
1445,0.001125,0.001796,0.002882,0.002146,0.005696,0.00423,0.004292,0.041958
1446,0.003425,0.001205,0.000967,0.002193,0.000825,0.004902,0.017778,0
1447,0.001182,0,0.001008,0.002242,0.002639,0.001965,0.009174,0
1448,0.003565,0.001018,0.002155,0,0,0,0,0
1449,0,0.005313,0.004444,0.00722,0,0.004872,0,0
1450,0,0.001106,0.006897,0.00369,0.00189,0,0.011111,0
1451,0,0.005682,0.002353,0,0.001988,0.001302,0,0
1452,0.007335,0.01016,0.021875,0.004739,0.002907,0.012216,0,0
1453,0.007519,0.001493,0.003155,0,0.003003,0.005367,0,0
1454,0.002717,0.009662,0,0,0.006734,0.002058,0.015625,0
1455,0.00304,0.007005,0,0.005556,0.003745,0.002326,0,0
1456,0.009146,0.003656,0,0,0.012,0.007389,0,0
1457,0.021505,0.059783,0.028986,0,0.016949,0.032787,0.023256,0
1458,0,0.019231,0.028369,0.015385,0.017241,0.015873,0,0
1459,0.012821,0.024735,0.052632,0.042254,0.023077,0.076433,0.019231,0
1460,0.02809,0.018237,0.020833,0,0.010152,0.017467,0.016949,0
1461,0.00495,0.019022,0.027397,0,0.009132,0.007143,0,0.025
1462,0,0.023707,0.013986,0.007463,0.013477,0.009259,0,0
1463,0.003344,0.019011,0.012539,0.013793,0.026253,0.007619,0,0
1464,0.011461,0.030151,0.013333,0.028902,0.031873,0.018987,0,0
1465,0.010076,0.035714,0.027897,0.009756,0.024,0.031414,0,0.012821
1466,0.009569,0.021368,0.018595,0.004651,0.022866,0.019876,0.007194,0
1467,0.004662,0.017981,0.016,0.017778,0.017467,0.00949,0.013423,0.010638
1468,0.012069,0.047468,0.021277,0.014085,0.016807,0.01981,0.004975,0
1469,0.018336,0.027586,0.025843,0.020772,0.032542,0.027149,0.004049,0.007092
1470,0.02008,0.036484,0.022246,0.025568,0.029145,0.028276,0.01145,0
1471,0.015544,0.043407,0.035197,0.027548,0.028037,0.032478,0.007407,0.012422
1472,0.007752,0.017799,0.010428,0.022039,0.030675,0.018305,0.01107,0
1473,0.012422,0.034402,0.0222,0.020619,0.017668,0.015787,0.007326,0.005882
1474,0.010651,0.020787,0.007,0.00978,0.009004,0.006951,0.007435,0.005848
1475,0.012465,0.019851,0.012865,0.015748,0.012373,0.010215,0,0.007463
1476,0.004267,0.02294,0.012941,0.008108,0.01203,0.014795,0.00495,0
1477,0.007812,0.019892,0.016209,0.011299,0.013333,0.017921,0,0
1478,0.021442,0.037204,0.021544,0.013889,0.021302,0.022932,0.023622,0
1479,0.008734,0.024272,0.011881,0.007812,0.017083,0.010027,0,0
1480,0.011682,0.032134,0.021142,0.017094,0.017192,0.026919,0,0.016129
1481,0.016173,0.039548,0.026895,0.009901,0.014109,0.035323,0,0
1482,0.013333,0.025773,0.003067,0.011628,0.007538,0.005236,0.013699,0
1483,0.017937,0.042644,0.023697,0.028571,0.015267,0.036517,0.057971,0.022222
1484,0.005263,0.014742,0.011299,0.008403,0.005319,0.01845,0,0
1485,0.005882,0.01897,0.018868,0,0.011905,0.020325,0,0
1486,0.047619,0.045181,0.014286,0.030928,0.02,0.034483,0,0.055556
1487,0.089286,0.097744,0.043478,0.050633,0.078125,0.027027,0.02381,0.033333
1488,0.051948,0.040816,0.016949,0,0,0.02,0,0
1489,0.026316,0.041026,0.034483,0.015385,0.032258,0.020833,0.027778,0
1490,0.341772,0.478723,0.481013,0.32,0.347826,0.589744,0.384615,0.583333
1491,0.391753,0.520179,0.573034,0.383333,0.571429,0.627451,0.4375,0.833333
1492,0.307692,0.478632,0.514085,0.302752,0.434426,0.642336,0.333333,0.235294
1493,0.289206,0.29274,0.357853,0.103896,0.31068,0.288243,0.195876,0.111111
1494,0.864662,0.823308,0.75,0.805556,0.884021,0.806154,0.93617,0.847826
1495,0.858961,0.869734,0.794425,0.84493,0.808858,0.788109,0.914397,0.91
1496,0.762408,0.748201,0.582744,0.768657,0.672401,0.599275,0.85782,0.883721
1497,0.832757,0.788112,0.688958,0.847107,0.758592,0.694719,0.914286,0.930769
1498,0.837662,0.819018,0.744068,0.839729,0.763132,0.719282,0.901408,0.864865
1499,0.717073,0.5,0.598214,0.692308,0.517857,0.347458,0.785714,0.913043
1500,0.615854,0.564024,0.617978,0.681034,0.5,0.292683,0.8,0.789474
1501,0.764259,0.714643,0.634527,0.769547,0.678408,0.6349,0.285171,0.246753
1502,0.817797,0.851464,0.831169,0.906475,0.878613,0.827338,0.873684,0.875
1503,0.796992,0.863192,0.819672,0.923077,0.73913,0.895833,0.923077,0.973684
